entity_id,entity_type,canonical_name,original_name,source_doc_id,method,confidence,evidence
DOI_056,DoiTuongApDung,Tổ chức kinh tế có vốn đầu tư nước ngoài (thuộc đối tượng quy định tại Khoản 1 Điều 23 Luật Đầu tư),Tổ chức kinh tế có vốn đầu tư nước ngoài (thuộc đối tượng quy định tại Khoản 1 Điều 23 Luật Đầu tư),95652,claude_llm,0.8,4. Tổ chức kinh tế có vốn đầu tư nước ngoài (thuộc đối tượng quy định tại Khoản 1 Điều 23 Luật Đầu tư) không được thực hiện đầu tư gián tiếp ra nước ngoài theo quy định tại Nghị định này.
DOI_057,DoiTuongApDung,Tổ chức kinh tế theo quy định tại Khoản 16 Điều 3 Luật Đầu tư,Tổ chức kinh tế theo quy định tại Khoản 16 Điều 3 Luật Đầu tư,95652,claude_llm,0.9,a) Tổ chức kinh tế theo quy định tại Khoản 16 Điều 3 Luật Đầu tư;
DOI_058,DoiTuongApDung,Tổ chức kiểm toán được chấp thuận,Tổ chức kiểm toán được chấp thuận,f69936f0-6937-11f1-a48d-29bc6b0fd706,claude_llm,0.9,đ) Tổ chức kiểm toán được chấp thuận;
DOI_059,DoiTuongApDung,"Tổ chức mà Nhà nước sở hữu 100% vốn điều lệ có chức năng mua, bán, xử lý nợ","Tổ chức mà Nhà nước sở hữu 100% vốn điều lệ có chức năng mua, bán, xử lý nợ",166170,claude_llm,0.85,"Tổ chức mà Nhà nước sở hữu 100% vốn điều lệ có chức năng mua, bán, xử lý nợ (sau đây gọi là tổ chức mua bán, xử lý nợ)."
DOI_060,DoiTuongApDung,"Tổ chức niêm yết, tổ chức đăng ký giao dịch","Tổ chức niêm yết, tổ chức đăng ký giao dịch",f69936f0-6937-11f1-a48d-29bc6b0fd706,metadata_original,1.0,
DOI_061,DoiTuongApDung,Tổ chức phát hành,Tổ chức phát hành,f69936f0-6937-11f1-a48d-29bc6b0fd706,claude_llm,0.9,c) Tổ chức phát hành;
DOI_062,DoiTuongApDung,Tổ chức tài chính vi mô,Tổ chức tài chính vi mô,186888,claude_llm,0.9,2. Tổ chức tài chính vi mô.
DOI_063,DoiTuongApDung,Tổ chức tín dụng,Tổ chức tín dụng,166170,claude_llm,0.9,1. Tổ chức tín dụng.
DOI_063,DoiTuongApDung,Tổ chức tín dụng,Tổ chức tín dụng,27257,claude_llm,0.9,1. Tổ chức tín dụng.
DOI_064,DoiTuongApDung,"Tổ chức tín dụng là hợp tác xã bao gồm ngân hàng hợp tác xã, quỹ tín dụng nhân dân","Tổ chức tín dụng là hợp tác xã bao gồm ngân hàng hợp tác xã, quỹ tín dụng nhân dân",186888,claude_llm,0.9,"1. Tổ chức tín dụng là hợp tác xã bao gồm ngân hàng hợp tác xã, quỹ tín dụng nhân dân."
DOI_065,DoiTuongApDung,Tổ chức tín dụng phi ngân hàng bao gồm công ty tài chính tổng hợp và công ty tài chính chuyên ngành,Tổ chức tín dụng phi ngân hàng bao gồm công ty tài chính tổng hợp và công ty tài chính chuyên ngành,174218,claude_llm,0.85,b) Tổ chức tín dụng phi ngân hàng bao gồm công ty tài chính tổng hợp và công ty tài chính chuyên ngành.
DOI_066,DoiTuongApDung,"Tổ chức tín dụng, chi nhánh ngân hàng nước ngoài","Tổ chức tín dụng, chi nhánh ngân hàng nước ngoài",44209,claude_llm,0.9,"2. Tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
DOI_067,DoiTuongApDung,"Tổ chức tư vấn chào bán, phát hành, tổ chức bảo lãnh phát hành","Tổ chức tư vấn chào bán, phát hành, tổ chức bảo lãnh phát hành",f69936f0-6937-11f1-a48d-29bc6b0fd706,metadata_original,1.0,
DOI_068,DoiTuongApDung,Tổ chức tương hỗ cung cấp bảo hiểm vi mô,Tổ chức tương hỗ cung cấp bảo hiểm vi mô,163441,claude_llm,0.85,"Doanh nghiệp bảo hiểm phi nhân thọ, doanh nghiệp bảo hiểm nhân thọ, doanh nghiệp bảo hiểm sức khỏe (sau đây gọi là doanh nghiệp bảo hiểm), doanh nghiệp tái bảo hiểm, đại lý bảo hiểm, doanh nghiệp môi giới bảo hiểm, tổ chức, cá nhân cung cấp dịch vụ phụ trợ bảo hiểm, tổ chức tương hỗ cung cấp bảo hiểm vi mô."
DOI_069,DoiTuongApDung,Tổ chức và cá nhân có liên quan đến hoạt động kinh doanh bảo hiểm,Tổ chức và cá nhân có liên quan đến hoạt động kinh doanh bảo hiểm,163441,claude_llm,0.9,5. Tổ chức và cá nhân có liên quan đến hoạt động kinh doanh bảo hiểm.
DOI_070,DoiTuongApDung,Tổ chức xã hội - nghề nghiệp về chứng khoán,Tổ chức xã hội - nghề nghiệp về chứng khoán,f69936f0-6937-11f1-a48d-29bc6b0fd706,claude_llm,0.9,l) Tổ chức xã hội - nghề nghiệp về chứng khoán;
DOI_071,DoiTuongApDung,"Tổ chức, cá nhân Việt Nam và tổ chức, cá nhân nước ngoài","Tổ chức, cá nhân Việt Nam và tổ chức, cá nhân nước ngoài",f69936f0-6937-11f1-a48d-29bc6b0fd706,claude_llm,0.85,"Tổ chức, cá nhân Việt Nam và tổ chức, cá nhân nước ngoài (sau đây gọi chung là Tổ chức, cá nhân) thực hiện hành vi vi phạm hành chính trong lĩnh vực chứng khoán và thị trường chứng khoán quy định tại Nghị định này."
DOI_072,DoiTuongApDung,"Tổ chức, cá nhân cung cấp dịch vụ phụ trợ bảo hiểm","Tổ chức, cá nhân cung cấp dịch vụ phụ trợ bảo hiểm",163441,claude_llm,0.85,"Doanh nghiệp bảo hiểm phi nhân thọ, doanh nghiệp bảo hiểm nhân thọ, doanh nghiệp bảo hiểm sức khỏe (sau đây gọi là doanh nghiệp bảo hiểm), doanh nghiệp tái bảo hiểm, đại lý bảo hiểm, doanh nghiệp môi giới bảo hiểm, tổ chức, cá nhân cung cấp dịch vụ phụ trợ bảo hiểm, tổ chức tương hỗ cung cấp bảo hiểm vi mô."
DOI_073,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ của tổ chức tín dụng","Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ của tổ chức tín dụng",186888,claude_llm,0.85,"3. Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ của tổ chức tín dụng."
DOI_074,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài","Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài",27257,claude_llm,0.85,"3. Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
DOI_075,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài","Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài",173695,claude_llm,0.85,"4. Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài."
DOI_075,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài","Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài",6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,claude_llm,0.85,"4. Các tổ chức, cá nhân có liên quan đến hồ sơ, thủ tục cấp Giấy phép lần đầu của ngân hàng thương mại, chi nhánh ngân hàng nước ngoài và văn phòng đại diện nước ngoài."
DOI_076,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến phạm vi điều chỉnh quy định tại Điều 1 Thông tư này","Tổ chức, cá nhân có liên quan đến phạm vi điều chỉnh quy định tại Điều 1 Thông tư này",168220,claude_llm,0.85,"3. Tổ chức, cá nhân có liên quan đến phạm vi điều chỉnh quy định tại Điều 1 Thông tư này."
DOI_077,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến quản trị, điều hành, tổ chức và hoạt động của quỹ tín dụng nhân dân","Tổ chức, cá nhân có liên quan đến quản trị, điều hành, tổ chức và hoạt động của quỹ tín dụng nhân dân",168859,claude_llm,0.85,"3. Tổ chức, cá nhân có liên quan đến quản trị, điều hành, tổ chức và hoạt động của quỹ tín dụng nhân dân."
DOI_078,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng","Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng",173460,claude_llm,0.85,"3. Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng."
DOI_079,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân, cấp bản sao Giấy phép từ sổ gốc","Tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân, cấp bản sao Giấy phép từ sổ gốc",177271,claude_llm,0.85,"2. Tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân, cấp bản sao Giấy phép từ sổ gốc."
DOI_080,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức tín dụng","Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức tín dụng",174218,claude_llm,0.85,"2. Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức tín dụng."
DOI_081,DoiTuongApDung,"Tổ chức, cá nhân có liên quan đến việc đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán","Tổ chức, cá nhân có liên quan đến việc đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán",30402,claude_llm,0.85,"3. Tổ chức, cá nhân có liên quan đến việc đăng ký, quản lý và công khai danh sách kiểm toán viên hành nghề kiểm toán."
DOI_082,DoiTuongApDung,"Tổ chức, cá nhân khác có liên quan","Các tổ chức, cá nhân khác có liên quan",112025,claude_llm,0.85,"d) Các tổ chức, cá nhân khác có liên quan."
DOI_083,DoiTuongApDung,"Tổ chức, cá nhân khác có liên quan đến công việc thiết kế mẫu tiền, chế tạo bản in, khuôn đúc và in, đúc tiền","Tổ chức, cá nhân khác có liên quan đến công việc thiết kế mẫu tiền, chế tạo bản in, khuôn đúc và in, đúc tiền",38128,claude_llm,0.85,"3. Tổ chức, cá nhân khác có liên quan đến công việc thiết kế mẫu tiền, chế tạo bản in, khuôn đúc và in, đúc tiền."
DOI_084,DoiTuongApDung,"Tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán nội bộ","Các tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán nội bộ",133858,claude_llm,0.85,"đ) Các tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán nội bộ."
DOI_085,DoiTuongApDung,"Tổ chức, cá nhân khác có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài","Các tổ chức, cá nhân khác có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài",95652,claude_llm,0.85,"3. Các tổ chức, cá nhân khác có liên quan đến hoạt động đầu tư gián tiếp ra nước ngoài."
DOI_086,DoiTuongApDung,"Tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã","Tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã",166269,claude_llm,0.9,"1. Tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã."
DOI_087,DoiTuongApDung,Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam và công ty con,Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam và công ty con,f69936f0-6937-11f1-a48d-29bc6b0fd706,metadata_original,1.0,
DOI_088,DoiTuongApDung,"Văn phòng đại diện của doanh nghiệp bảo hiểm nước ngoài, doanh nghiệp tái bảo hiểm nước ngoài, doanh nghiệp môi giới bảo hiểm nước ngoài, tập đoàn tài chính, bảo hiểm nước ngoài tại Việt Nam","Văn phòng đại diện của doanh nghiệp bảo hiểm nước ngoài, doanh nghiệp tái bảo hiểm nước ngoài, doanh nghiệp môi giới bảo hiểm nước ngoài, tập đoàn tài chính, bảo hiểm nước ngoài tại Việt Nam",163441,claude_llm,0.8,"Văn phòng đại diện của doanh nghiệp bảo hiểm nước ngoài, doanh nghiệp tái bảo hiểm nước ngoài, doanh nghiệp môi giới bảo hiểm nước ngoài, tập đoàn tài chính, bảo hiểm nước ngoài tại Việt Nam (sau đây gọi là văn phòng đại diện nước ngoài tại Việt Nam)."
DOI_089,DoiTuongApDung,"Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng","Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng",166170,claude_llm,0.85,"Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng (sau đây gọi là văn phòng đại diện nước ngoài)."
DOI_089,DoiTuongApDung,"Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng","Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng",173695,claude_llm,0.85,"Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng (sau đây gọi là văn phòng đại diện nước ngoài)."
DOI_089,DoiTuongApDung,"Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng","Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng",6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,claude_llm,0.85,"Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng (sau đây gọi là văn phòng đại diện nước ngoài)."
DOI_090,DoiTuongApDung,chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam,chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam,26750,claude_llm,0.8,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
DOI_091,DoiTuongApDung,doanh nghiệp kiểm toán,doanh nghiệp kiểm toán,26750,claude_llm,0.8,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
DOI_092,DoiTuongApDung,kiểm toán viên,kiểm toán viên,26750,claude_llm,0.8,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
DOI_093,DoiTuongApDung,kiểm toán viên hành nghề,kiểm toán viên hành nghề,26750,claude_llm,0.8,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
DOI_094,DoiTuongApDung,tổ chức nghề nghiệp về kiểm toán,tổ chức nghề nghiệp về kiểm toán,26750,claude_llm,0.8,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
DOI_095,DoiTuongApDung,"tổ chức tư vấn niêm yết, đăng ký giao dịch","tổ chức tư vấn niêm yết, đăng ký giao dịch",f69936f0-6937-11f1-a48d-29bc6b0fd706,metadata_original,1.0,
DOI_096,DoiTuongApDung,"tổ chức đấu thầu, đại lý phát hành","tổ chức đấu thầu, đại lý phát hành",f69936f0-6937-11f1-a48d-29bc6b0fd706,metadata_original,1.0,
DOI_097,DoiTuongApDung,"tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập","tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập",26750,claude_llm,0.8,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
DOI_098,DoiTuongApDung,Đơn vị có liên quan thuộc Ngân hàng Nhà nước,Các đơn vị có liên quan thuộc Ngân hàng Nhà nước,38128,claude_llm,0.9,1. Các đơn vị có liên quan thuộc Ngân hàng Nhà nước.
DOI_099,DoiTuongApDung,Đơn vị sự nghiệp công lập,Các đơn vị sự nghiệp công lập,133858,claude_llm,0.9,c) Các đơn vị sự nghiệp công lập;
DOI_100,DoiTuongApDung,Đại lý bảo hiểm,Đại lý bảo hiểm,112025,claude_llm,0.85,"Doanh nghiệp bảo hiểm phi nhân thọ, doanh nghiệp bảo hiểm nhân thọ, doanh nghiệp bảo hiểm sức khỏe (sau đây gọi là doanh nghiệp bảo hiểm), doanh nghiệp tái bảo hiểm, đại lý bảo hiểm, doanh nghiệp môi giới bảo hiểm, tổ chức, cá nhân cung cấp dịch vụ phụ trợ bảo hiểm, tổ chức tương hỗ cung cấp bảo hiểm vi mô."
DOI_100,DoiTuongApDung,Đại lý bảo hiểm,Đại lý bảo hiểm,163441,claude_llm,0.85,"Doanh nghiệp bảo hiểm phi nhân thọ, doanh nghiệp bảo hiểm nhân thọ, doanh nghiệp bảo hiểm sức khỏe (sau đây gọi là doanh nghiệp bảo hiểm), doanh nghiệp tái bảo hiểm, đại lý bảo hiểm, doanh nghiệp môi giới bảo hiểm, tổ chức, cá nhân cung cấp dịch vụ phụ trợ bảo hiểm, tổ chức tương hỗ cung cấp bảo hiểm vi mô."
DOI_101,DoiTuongApDung,đơn vị được kiểm toán,đơn vị được kiểm toán,26750,claude_llm,0.8,"Luật này áp dụng đối với kiểm toán viên, kiểm toán viên hành nghề, doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam, đơn vị được kiểm toán, tổ chức nghề nghiệp về kiểm toán và tổ chức, cá nhân khác có liên quan đến hoạt động kiểm toán độc lập."
DOI_102,DoiTuongApDung,"Ủy ban nhân dân các tỉnh, thành phố trực thuộc trung ương","Ủy ban nhân dân các tỉnh, thành phố trực thuộc trung ương",133858,claude_llm,0.9,"b) Ủy ban nhân dân các tỉnh, thành phố trực thuộc trung ương;"
LIN_103,LinhVuc,Bảo hiểm,Bảo hiểm,112025,metadata_original,1.0,metadata.csv: linh_vuc = 'Bảo hiểm'
LIN_103,LinhVuc,Bảo hiểm,Bảo hiểm,163441,metadata_original,1.0,metadata.csv: linh_vuc = 'Bảo hiểm'
LIN_104,LinhVuc,Chứng khoán,Chứng khoán,112924,metadata_original,1.0,metadata.csv: linh_vuc = 'Chứng khoán'
LIN_104,LinhVuc,Chứng khoán,Chứng khoán,146468,metadata_original,1.0,metadata.csv: linh_vuc = 'Chứng khoán'
LIN_104,LinhVuc,Chứng khoán,Chứng khoán,f69936f0-6937-11f1-a48d-29bc6b0fd706,metadata_original,1.0,metadata.csv: linh_vuc = 'Chứng khoán'
LIN_105,LinhVuc,Cục An toàn hệ thống các tổ chức tín dụng,Cục An toàn hệ thống các tổ chức tín dụng,177271,metadata_original,1.0,metadata.csv: linh_vuc = 'Cục An toàn hệ thống các tổ chức tín dụng'
LIN_105,LinhVuc,Cục An toàn hệ thống các tổ chức tín dụng,Cục An toàn hệ thống các tổ chức tín dụng,186482,metadata_original,1.0,metadata.csv: linh_vuc = 'Cục An toàn hệ thống các tổ chức tín dụng'
LIN_105,LinhVuc,Cục An toàn hệ thống các tổ chức tín dụng,Cục An toàn hệ thống các tổ chức tín dụng,186888,metadata_original,1.0,metadata.csv: linh_vuc = 'Cục An toàn hệ thống các tổ chức tín dụng'
LIN_106,LinhVuc,Hợp tác xã,Hợp tác xã,166269,claude_llm,0.6,"LUẬT
HỢP TÁC XÃ"
LIN_107,LinhVuc,Kiểm toán,Kiểm toán,26750,claude_llm,0.9,"LUẬT
Kiểm toán độc lập"
LIN_108,LinhVuc,"Kế toán, kiểm toán","Kế toán, kiểm toán",133858,metadata_original,1.0,"metadata.csv: linh_vuc = 'Kế toán, kiểm toán'"
LIN_108,LinhVuc,"Kế toán, kiểm toán","Kế toán, kiểm toán",143217,metadata_original,1.0,"metadata.csv: linh_vuc = 'Kế toán, kiểm toán'"
LIN_108,LinhVuc,"Kế toán, kiểm toán","Kế toán, kiểm toán",150974,metadata_original,1.0,"metadata.csv: linh_vuc = 'Kế toán, kiểm toán'"
LIN_108,LinhVuc,"Kế toán, kiểm toán","Kế toán, kiểm toán",27257,metadata_original,1.0,"metadata.csv: linh_vuc = 'Kế toán, kiểm toán'"
LIN_109,LinhVuc,"Lao động, tiền lương, tiền công","Lao động, tiền lương, tiền công",185630,metadata_original,1.0,"metadata.csv: linh_vuc = 'Lao động, tiền lương, tiền công'"
LIN_110,LinhVuc,Phát hành và kho quỹ,Phát hành và kho quỹ,38128,metadata_original,1.0,metadata.csv: linh_vuc = 'Phát hành và kho quỹ'
LIN_110,LinhVuc,Phát hành và kho quỹ,Phát hành và kho quỹ,44209,metadata_original,1.0,metadata.csv: linh_vuc = 'Phát hành và kho quỹ'
LIN_111,LinhVuc,Quản lý dịch vụ tài chính và các quỹ tài chính,Quản lý dịch vụ tài chính và các quỹ tài chính,30402,metadata_original,1.0,metadata.csv: linh_vuc = 'Quản lý dịch vụ tài chính và các quỹ tài chính'
LIN_112,LinhVuc,Quản lý ngoại hối,Quản lý ngoại hối,169221,metadata_original,1.0,metadata.csv: linh_vuc = 'Quản lý ngoại hối'
LIN_112,LinhVuc,Quản lý ngoại hối,Quản lý ngoại hối,95652,metadata_original,1.0,metadata.csv: linh_vuc = 'Quản lý ngoại hối'
LIN_113,LinhVuc,"Thanh tra, giám sát ngân hàng","Thanh tra, giám sát ngân hàng",117310,metadata_original,1.0,"metadata.csv: linh_vuc = 'Thanh tra, giám sát ngân hàng'"
LIN_113,LinhVuc,"Thanh tra, giám sát ngân hàng","Thanh tra, giám sát ngân hàng",164719,metadata_original,1.0,"metadata.csv: linh_vuc = 'Thanh tra, giám sát ngân hàng'"
LIN_113,LinhVuc,"Thanh tra, giám sát ngân hàng","Thanh tra, giám sát ngân hàng",168220,metadata_original,1.0,"metadata.csv: linh_vuc = 'Thanh tra, giám sát ngân hàng'"
LIN_113,LinhVuc,"Thanh tra, giám sát ngân hàng","Thanh tra, giám sát ngân hàng",168859,metadata_original,1.0,"metadata.csv: linh_vuc = 'Thanh tra, giám sát ngân hàng'"
LIN_113,LinhVuc,"Thanh tra, giám sát ngân hàng","Thanh tra, giám sát ngân hàng",173460,metadata_original,1.0,"metadata.csv: linh_vuc = 'Thanh tra, giám sát ngân hàng'"
LIN_113,LinhVuc,"Thanh tra, giám sát ngân hàng","Thanh tra, giám sát ngân hàng",173695,metadata_original,1.0,"metadata.csv: linh_vuc = 'Thanh tra, giám sát ngân hàng'"
LIN_113,LinhVuc,"Thanh tra, giám sát ngân hàng","Thanh tra, giám sát ngân hàng",174218,metadata_original,1.0,"metadata.csv: linh_vuc = 'Thanh tra, giám sát ngân hàng'"
LIN_113,LinhVuc,"Thanh tra, giám sát ngân hàng","Thanh tra, giám sát ngân hàng",6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,metadata_original,1.0,"metadata.csv: linh_vuc = 'Thanh tra, giám sát ngân hàng'"
LIN_114,LinhVuc,Tín dụng,Tín dụng,166170,metadata_original,1.0,metadata.csv: linh_vuc = 'Tín dụng'
LIN_115,LinhVuc,Tổ chức và hoạt động Ngân hàng Nhà nước,Tổ chức và hoạt động Ngân hàng Nhà nước,25692,claude_llm,0.5,"LUẬT
Ngân hàng Nhà nước Việt Nam"
NGU_116,NguoiKy,Lê Minh Khái,Lê Minh Khái,163441,metadata_original,1.0,metadata.csv: nguoi_ky = 'Lê Minh Khái'
NGU_117,NguoiKy,Nguyễn Phú Trọng,Nguyễn Phú Trọng,25692,metadata_original,1.0,metadata.csv: nguoi_ky = 'Nguyễn Phú Trọng'
NGU_117,NguoiKy,Nguyễn Phú Trọng,Nguyễn Phú Trọng,26750,metadata_original,1.0,metadata.csv: nguoi_ky = 'Nguyễn Phú Trọng'
NGU_118,NguoiKy,Nguyễn Tấn Dũng,Nguyễn Tấn Dũng,95652,metadata_original,1.0,metadata.csv: nguoi_ky = 'Nguyễn Tấn Dũng'
NGU_119,NguoiKy,Nguyễn Xuân Phúc,Nguyễn Xuân Phúc,112025,metadata_original,1.0,metadata.csv: nguoi_ky = 'Nguyễn Xuân Phúc'
NGU_119,NguoiKy,Nguyễn Xuân Phúc,Nguyễn Xuân Phúc,133858,metadata_original,1.0,metadata.csv: nguoi_ky = 'Nguyễn Xuân Phúc'
NGU_119,NguoiKy,Nguyễn Xuân Phúc,Nguyễn Xuân Phúc,146468,metadata_original,1.0,metadata.csv: nguoi_ky = 'Nguyễn Xuân Phúc'
NGU_120,NguoiKy,Nguyễn Đồng Tiến,Nguyễn Đồng Tiến,117310,metadata_original,1.0,metadata.csv: nguoi_ky = 'Nguyễn Đồng Tiến'
NGU_121,NguoiKy,Nguyễn Đức Chi,Nguyễn Đức Chi,f69936f0-6937-11f1-a48d-29bc6b0fd706,metadata_original,1.0,metadata.csv: nguoi_ky = 'Nguyễn Đức Chi'
NGU_122,NguoiKy,Phạm Thanh Hà,Phạm Thanh Hà,169221,metadata_original,1.0,metadata.csv: nguoi_ky = 'Phạm Thanh Hà'
NGU_123,NguoiKy,Trần Minh Tuấn,Trần Minh Tuấn,27257,metadata_original,1.0,metadata.csv: nguoi_ky = 'Trần Minh Tuấn'
NGU_124,NguoiKy,Trần Xuân Hà,Trần Xuân Hà,112924,metadata_original,1.0,metadata.csv: nguoi_ky = 'Trần Xuân Hà'
NGU_124,NguoiKy,Trần Xuân Hà,Trần Xuân Hà,30402,metadata_original,1.0,metadata.csv: nguoi_ky = 'Trần Xuân Hà'
NGU_125,NguoiKy,Tạ Anh Tuấn,Tạ Anh Tuấn,150974,metadata_original,1.0,metadata.csv: nguoi_ky = 'Tạ Anh Tuấn'
